sector	ticker	nameEng	nameOriginalShort	nameOriginal	listedFrom	listedTill	traceColor	wikiPageIdOriginal	wikiPageIdEng
Industrials	GEREL			GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.					
Industrials	GIPTA			GIPTA OFİS KIRTASİYE VE PROMOSYON ÜRÜNLERİ İMALAT SANAYİ A.Ş.					
Industrials	GOODY			GOODYEAR LASTİKLERİ T.A.Ş.					
Industrials	GOKNR			GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.					
Industrials	GOLTS			GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.					
Industrials	GUBRF			GÜBRE FABRİKALARI T.A.Ş.					
Industrials	GUNDG			GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.					
Industrials	HATEK			HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.					
Industrials	HATSN			HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.					
Industrials	HEKTS			HEKTAŞ TİCARET T.A.Ş.					
Industrials	HKTM			HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.					
Industrials	ISKPL			IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.					
Industrials	IHEVA			İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.					
Industrials	IMASM			İMAŞ MAKİNA SANAYİ A.Ş.					
Industrials	ISDMR			İSKENDERUN DEMİR VE ÇELİK A.Ş.					
Industrials	ISSEN			İŞBİR SENTETİK DOKUMA SANAYİ A.Ş.					
Industrials	IZMDC			İZMİR DEMİR ÇELİK SANAYİ A.Ş.					
Industrials	IZFAS			İZMİR FIRÇA SANAYİ VE TİCARET A.Ş.					
Industrials	JANTS			JANTSA JANT SANAYİ VE TİCARET A.Ş.					
Industrials	KLKIM			KALEKİM KİMYEVİ MADDELER SANAYİ VE TİCARET A.Ş.					
Industrials	KLSER			KALESERAMİK ÇANAKKALE KALEBODUR SERAMİK SANAYİ A.Ş.					
Industrials	KAPLM			KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.					
Industrials	KRDMA			KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.					
Industrials	KRDMB			KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.					
Industrials	KRDMD			KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.					
Industrials	KARSN			KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.					
Industrials	KRTEK			KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.					
Industrials	KARTN			KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.					
Industrials	KATMR			KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.					
Industrials	KAYSE			KAYSERİ ŞEKER FABRİKASI A.Ş.					
Industrials	KENT			KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.					
Industrials	KERVT			KEREVİTAŞ GIDA SANAYİ VE TİCARET A.Ş.					
Industrials	KRVGD			KERVAN GIDA SANAYİ VE TİCARET A.Ş.					
Industrials	TCKRC			KIRAÇ GALVANİZ TELEKOMİNİKASYON METAL MAKİNE İNŞAAT ELEKTRİK SANAYİ VE TİCARET A.Ş.					
Industrials	KMPUR			KİMTEKS POLİÜRETAN SANAYİ VE TİCARET A.Ş.					
Industrials	KLMSN			KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.					
Industrials	KCAER			KOCAER ÇELİK SANAYİ VE TİCARET A.Ş.					
Industrials	KOCMT			KOÇ METALURJİ A.Ş.					
Industrials	KLSYN			KOLEKSİYON MOBİLYA SANAYİ A.Ş.					
Industrials	KONYA			KONYA ÇİMENTO SANAYİİ A.Ş.					
Industrials	KONKA			KONYA KAĞIT SANAYİ VE TİCARET A.Ş.					
Industrials	KORDS			KORDSA TEKNİK TEKSTİL A.Ş.					
Industrials	KRPLS			KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.					
Industrials	KOPOL			KOZA POLYESTER SANAYİ VE TİCARET A.Ş.					
Industrials	KRSTL			KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.					
Industrials	KBORU			KUZEY BORU A.Ş.					
Industrials	KUTPO			KÜTAHYA PORSELEN SANAYİ A.Ş.					
Industrials	KTSKR			KÜTAHYA ŞEKER FABRİKASI A.Ş.					
Industrials	LILAK			LİLA KAĞIT SANAYİ VE TİCARET A.Ş.					
Industrials	LMKDC			LİMAK DOĞU ANADOLU ÇİMENTO SANAYİ VE TİCARET A.Ş.					
Industrials	LUKSK			LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.					
Industrials	MAKIM			MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.					
Industrials	MAKTK			MAKİNA TAKIM ENDÜSTRİSİ A.Ş.					
Industrials	MRSHL			MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.					
Industrials	MEDTR			MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.					
Industrials	MEGMT			MEGA METAL SANAYİ VE TİCARET A.Ş.					
Industrials	MEGAP			MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.					
Industrials	MEKAG			MEKA GLOBAL MAKİNE İMALAT SANAYİ VE TİCARET A.Ş.					
Industrials	MNDRS			MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.					
Industrials	MERCN			MERCAN KİMYA SANAYİ VE TİCARET A.Ş.					
Industrials	MERKO			MERKO GIDA SANAYİ VE TİCARET A.Ş.					
Industrials	MNDTR			MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ A.Ş.					
Industrials	NIBAS			NİĞBAŞ NİĞDE BETON SANAYİ VE TİCARET A.Ş.					
Industrials	NUHCM			NUH ÇİMENTO SANAYİ A.Ş.					
Industrials	OBAMS			OBA MAKARNACILIK SANAYİ VE TİCARET A.Ş.					
Industrials	OFSYM			OFİS YEM GIDA SANAYİ TİCARET A.Ş.					
Industrials	ONCSM			ONCOSEM ONKOLOJİK SİSTEMLER SANAYİ VE TİCARET A.Ş.					
Industrials	ORCAY			ORÇAY ORTAKÖY ÇAY SANAYİ VE TİCARET A.Ş.					
Industrials	ORMA			ORMA ORMAN MAHSÜLLERİ İNTEGRE SANAYİ VE TİCARET A.Ş.					
Industrials	OTKAR			OTOKAR OTOMOTİV VE SAVUNMA SANAYİ A.Ş.					
Industrials	OYAKC			OYAK ÇİMENTO FABRİKALARI A.Ş.					
Industrials	OYLUM			OYLUM SINAİ YATIRIMLAR A.Ş.					
Industrials	OZATD			ÖZATA DENİZCİLİK SANAYİ VE TİCARET A.Ş.					
Industrials	OZRDN			ÖZERDEN AMBALAJ SANAYİ A.Ş.					
Industrials	OZYSR			ÖZYAŞAR TEL VE GALVANİZLEME SANAYİ A.Ş.					
Industrials	PNLSN			PANELSAN ÇATI CEPHE SİSTEMLERİ SANAYİ VE TİCARET A.Ş.					
Industrials	PARSN			PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.					
Industrials	PENGD			PENGUEN GIDA SANAYİ A.Ş.					
Industrials	PETKM			PETKİM PETROKİMYA HOLDİNG A.Ş.					
Industrials	PETUN			PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.					
Industrials	PINSU			PINAR SU VE İÇECEK SANAYİ VE TİCARET A.Ş.					
Industrials	PNSUT			PINAR SÜT MAMÜLLERİ SANAYİİ A.Ş.					
Industrials	POLTK			POLİTEKNİK METAL SANAYİ VE TİCARET A.Ş.					
Industrials	PRZMA			PRİZMA PRES MATBAACILIK YAYINCILIK SANAYİ VE TİCARET A.Ş.					
Industrials	QUAGR			QUA GRANITE HAYAL YAPI VE ÜRÜNLERİ SANAYİ TİCARET A.Ş.					
Industrials	RNPOL			RAİNBOW POLİKARBONAT SANAYİ TİCARET A.Ş.					
Industrials	RODRG			RODRİGO TEKSTİL SANAYİ VE TİCARET A.Ş.					
Industrials	ROYAL			ROYAL HALI İPLİK TEKSTİL MOBİLYA SANAYİ VE TİCARET A.Ş.					
Industrials	RTALB			RTA LABORATUVARLARI BİYOLOJİK ÜRÜNLER İLAÇ VE MAKİNE SANAYİ TİCARET A.Ş.					
Industrials	RUBNS			RUBENİS TEKSTİL SANAYİ TİCARET A.Ş.					
Industrials	SAFKR			SAFKAR EGE SOĞUTMACILIK KLİMA SOĞUK HAVA TESİSLERİ İHRACAT İTHALAT SANAYİ VE TİCARET A.Ş.					
Industrials	SNICA			SANİCA ISI SANAYİ A.Ş.					
Industrials	SANFM			SANİFOAM ENDÜSTRİ VE TÜKETİM ÜRÜNLERİ SANAYİ TİCARET A.Ş.					
Industrials	SAMAT			SARAY MATBAACILIK KAĞITÇILIK KIRTASİYECİLİK TİCARET VE SANAYİ A.Ş.					
Industrials	SARKY			SARKUYSAN ELEKTROLİTİK BAKIR SANAYİ VE TİCARET A.Ş.					
Industrials	SASA			SASA POLYESTER SANAYİ A.Ş.					
Industrials	SAYAS			SAY YENİLENEBİLİR ENERJİ EKİPMANLARI SANAYİ VE TİCARET A.Ş.					
Industrials	SEGMN			SEĞMEN KARDEŞLER GIDA ÜRETİM VE AMBALAJ SANAYİ A.Ş.					
Industrials	SEKUR			SEKURO PLASTİK AMBALAJ SANAYİ A.Ş.					
Industrials	SELGD			SELÇUK GIDA ENDÜSTRİ İHRACAT İTHALAT A.Ş.					
Industrials	SELVA			SELVA GIDA SANAYİ A.Ş.					
Industrials	SERNT			SERANİT GRANİT SERAMİK SANAYİ VE TİCARET A.Ş.					
Industrials	SEYKM			SEYİTLER KİMYA SANAYİ A.Ş.					
Industrials	SILVR			SİLVERLİNE ENDÜSTRİ VE TİCARET A.Ş.					
Industrials	SODSN			SODAŞ SODYUM SANAYİİ A.Ş.					
Industrials	SOKE			SÖKE DEĞİRMENCİLİK SANAYİ VE TİCARET A.Ş.					
Industrials	SKTAS			SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.					
Industrials	SNPAM			SÖNMEZ PAMUKLU SANAYİİ A.Ş.					
Industrials	SUMAS			SUMAŞ SUNİ TAHTA VE MOBİLYA SANAYİİ A.Ş.					
Industrials	SUNTK			SUN TEKSTİL SANAYİ VE TİCARET A.Ş.					
Industrials	TARKM			TARKİM BİTKİ KORUMA SANAYİ VE TİCARET A.Ş.					
Industrials	TATGD			TAT GIDA SANAYİ A.Ş.					
Industrials	TMPOL			TEMAPOL POLİMER PLASTİK VE İNŞAAT SANAYİ TİCARET A.Ş.					
Industrials	TOASO			TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.					
Industrials	TUCLK			TUĞÇELİK ALÜMİNYUM VE METAL MAMÜLLERİ SANAYİ VE TİCARET A.Ş.					
Industrials	TUKAS			TUKAŞ GIDA SANAYİ VE TİCARET A.Ş.					
Industrials	MARBL			TUREKS TURUNÇ MADENCİLİK İÇ VE DIŞ TİCARET A.Ş.					
Industrials	TRILC			TURK İLAÇ VE SERUM SANAYİ A.Ş.					
Industrials	TMSN			TÜMOSAN MOTOR VE TRAKTÖR SANAYİ A.Ş.					
Industrials	TUPRS			TÜPRAŞ-TÜRKİYE PETROL RAFİNERİLERİ A.Ş.					
Industrials	PRKAB			TÜRK PRYSMİAN KABLO VE SİSTEMLERİ A.Ş.					
Industrials	TTRAK			TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.					
Industrials	TBORG			TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.					
Industrials	ULUSE			ULUSOY ELEKTRİK İMALAT TAAHHÜT VE TİCARET A.Ş.					
Industrials	ULUUN			ULUSOY UN SANAYİ VE TİCARET A.Ş.					
Industrials	USAK			UŞAK SERAMİK SANAYİ A.Ş.					
Industrials	ULKER			ÜLKER BİSKÜVİ SANAYİ A.Ş.					
Industrials	VANGD			VANET GIDA SANAYİ İÇ VE DIŞ TİCARET A.Ş.					
Industrials	VESBE			VESTEL BEYAZ EŞYA SANAYİ VE TİCARET A.Ş.					
Industrials	VESTL			VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.					
Industrials	VKING			VİKİNG KAĞIT VE SELÜLOZ A.Ş.					
Industrials	YATAS			YATAŞ YATAK VE YORGAN SANAYİ TİCARET A.Ş.					
Industrials	YYLGD			YAYLA AGRO GIDA SANAYİ VE TİCARET A.Ş.					
Industrials	YBTAS			YİBİTAŞ YOZGAT İŞÇİ BİRLİĞİ İNŞAAT MALZEMELERİ TİCARET VE SANAYİ A.Ş.					
Industrials	YIGIT			YİĞİT AKÜ MALZEMELERİ NAKLİYAT TURİZM İNŞAAT SANAYİ VE TİCARET A.Ş.					
Industrials	YONGA			YONGA MOBİLYA SANAYİ VE TİCARET A.Ş.					
Industrials	YKSLN			YÜKSELEN ÇELİK A.Ş.					
Industrials	YUNSA			YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.					
Industrials	AKFIS			AKFEN İNŞAAT TURİZM VE TİCARET A.Ş.					
Industrials	ANELE			ANEL ELEKTRİK PROJE TAAHHÜT VE TİCARET A.Ş.					
Industrials	BRLSM			BİRLEŞİM MÜHENDİSLİK ISITMA SOĞUTMA HAVALANDIRMA SANAYİ VE TİCARET A.Ş.					
Industrials	DAPGM			DAP GAYRİMENKUL GELİŞTİRME A.Ş.					
Industrials	EDIP			EDİP GAYRİMENKUL YATIRIM SANAYİ VE TİCARET A.Ş.					
Industrials	ENKAI			ENKA İNŞAAT VE SANAYİ A.Ş.					
Industrials	GESAN			GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.					
Industrials	GLRMK			GÜLERMAK AĞIR SANAYİ İNŞAAT VE TAAHHÜT A.Ş.					
Industrials	KUYAS			KUYAŞ YATIRIM A.Ş.					
Industrials	ORGE			ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş.					
Industrials	SANEL			SAN-EL MÜHENDİSLİK ELEKTRİK TAAHHÜT SANAYİ VE TİCARET A.Ş.					
Industrials	TURGG			TÜRKER PROJE GAYRİMENKUL VE YATIRIM GELİŞTİRME A.Ş.					
Industrials	YAYLA			YAYLA ENERJİ ÜRETİM TURİZM VE İNŞAAT TİCARET A.Ş.					
Industrials	YYAPI			YEŞİL YAPI ENDÜSTRİSİ A.Ş.					
Industrials	BEYAZ			BEYAZ FİLO OTO KİRALAMA A.Ş.					
Industrials	CLEBI			ÇELEBİ HAVA SERVİSİ A.Ş.					
Industrials	GSDDE			GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.					
Industrials	GRSEL			GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.					
Industrials	HRKET			HAREKET PROJE TAŞIMACILIĞI VE YÜK MÜHENDİSLİĞİ A.Ş.					
Industrials	HOROZ			HOROZ LOJİSTİK KARGO HİZMETLERİ VE TİCARET A.Ş.					
Industrials	PASEU			PASİFİK EURASİA LOJİSTİK DIŞ TİCARET A.Ş.					
Industrials	PGSUS			PEGASUS HAVA TAŞIMACILIĞI A.Ş.					
Industrials	RYSAS			REYSAŞ TAŞIMACILIK VE LOJİSTİK TİCARET A.Ş.					
Industrials	TLMAN			TRABZON LİMAN İŞLETMECİLİĞİ A.Ş.					
Industrials	TUREX			TUREKS TURİZM TAŞIMACILIK A.Ş.					
Industrials	THYAO			TÜRK HAVA YOLLARI A.O.					
Miscellaneous	KONTR			KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş.					
Miscellaneous	PCILT			PC İLETİŞİM VE MEDYA HİZMETLERİ SANAYİ TİCARET A.Ş.					
Miscellaneous	SKYLP			SKYALP FİNANSAL TEKNOLOJİLER VE DANIŞMANLIK A.Ş.					
Miscellaneous	YEOTK			YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş.					
Miscellaneous	BORLS			BORLEASE OTOMOTİV A.Ş.					
Miscellaneous	CEOEM			CEO EVENT MEDYA A.Ş.					
Miscellaneous	ESCAR			ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.					
Miscellaneous	FLAP			FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.					
Miscellaneous	GZNMI			GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.					
Miscellaneous	LIDER			LDR TURİZM A.Ş.					
Miscellaneous	PLTUR			PLATFORM TURİZM TAŞIMACILIK GIDA İNŞAAT TEMİZLİK HİZMETLERİ SANAYİ VE TİCARET A.Ş.					
Miscellaneous	SNKRN			SENKRON SİBER GÜVENLİK YAZILIM VE BİLİŞİM ÇÖZÜMLERİ A.Ş.					
Real Estate	ADESE			ADESE GAYRİMENKUL YATIRIM A.Ş.					
Real Estate	EGEGY			EGEYAPI AVRUPA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.					
Real Estate	IHLGM			İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş.					
Real Estate	RGYAS			RÖNESANS GAYRİMENKUL YATIRIM A.Ş.					
Real Estate	SONME			SÖNMEZ FİLAMENT SENTETİK İPLİK VE ELYAF SANAYİ A.Ş.					
Technology	ALCTL			ALCATEL LUCENT TELETAŞ TELEKOMÜNİKASYON A.Ş.					
Technology	ALTNY			ALTINAY SAVUNMA TEKNOLOJİLERİ A.Ş.					
Technology	ARDYZ			ARD GRUP BİLİŞİM TEKNOLOJİLERİ A.Ş.					
Technology	ARENA			ARENA BİLGİSAYAR SANAYİ VE TİCARET A.Ş.					
Technology	ASELS			ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş.					
Technology	ATATP			ATP YAZILIM VE TEKNOLOJİ A.Ş.					
Technology	AZTEK			AZTEK TEKNOLOJİ ÜRÜNLERİ TİCARET A.Ş.					
Technology	BINBN			BİN ULAŞIM VE AKILLI ŞEHİR TEKNOLOJİLERİ A.Ş.					
Technology	DGATE			DATAGATE BİLGİSAYAR MALZEMELERİ TİCARET A.Ş.					
Technology	DESPC			DESPEC BİLGİSAYAR PAZARLAMA VE TİCARET A.Ş.					
Technology	EDATA			E-DATA TEKNOLOJİ PAZARLAMA A.Ş.					
Technology	ESCOM			ESCORT TEKNOLOJİ YATIRIM A.Ş.					
Technology	FONET			FONET BİLGİ TEKNOLOJİLERİ A.Ş.					
Technology	FORTE			FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.					
Technology	HTTBT			HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.					
Technology	INGRM			INGRAM MİCRO BİLİŞİM SİSTEMLERİ A.Ş.					
Technology	INDES			İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.					
Technology	INTEK			İNNOSA TEKNOLOJİ A.Ş.					
Technology	KFEIN			KAFEİN YAZILIM HİZMETLERİ TİCARET A.Ş.					
Technology	KAREL			KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.					
Technology	KRONT			KRON TEKNOLOJİ A.Ş.					
Technology	LINK			LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.					
Technology	LOGO			LOGO YAZILIM SANAYİ VE TİCARET A.Ş.					
Technology	MANAS			MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.					
Technology	MTRKS			MATRİKS FİNANSAL TEKNOLOJİLER A.Ş.					
Technology	MIATK			MİA TEKNOLOJİ A.Ş.					
Technology	MOBTL			MOBİLTEL İLETİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.					
Technology	NETAS			NETAŞ TELEKOMÜNİKASYON A.Ş.					
Technology	OBASE			OBASE BİLGİSAYAR VE DANIŞMANLIK HİZMETLERİ TİCARET A.Ş.					
Technology	ODINE			ODİNE SOLUTİONS TEKNOLOJİ TİCARET VE SANAYİ A.Ş.					
Technology	ONRYT			ONUR YÜKSEK TEKNOLOJİ A.Ş.					
Technology	PAPIL			PAPİLON SAVUNMA TEKNOLOJİ VE TİCARET A.Ş.					
Technology	PATEK			PASİFİK TEKNOLOJİ A.Ş.					
Technology	PENTA			PENTA TEKNOLOJİ ÜRÜNLERİ DAĞITIM TİCARET A.Ş.					
Technology	PKART			PLASTİKKART AKILLI KART İLETİŞİM SİSTEMLERİ SANAYİ VE TİCARET A.Ş.					
Technology	REEDR			REEDER TEKNOLOJİ SANAYİ VE TİCARET A.Ş.					
Technology	SDTTR			SDT UZAY VE SAVUNMA TEKNOLOJİLERİ A.Ş.					
Technology	SMART			SMARTİKS YAZILIM A.Ş.					
Technology	VBTYZ			VBT YAZILIM A.Ş.					
Telecommunications	DOBUR			DOĞAN BURDA DERGİ YAYINCILIK VE PAZARLAMA A.Ş.					
Telecommunications	HURGZ			HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.					
Telecommunications	IHGZT			İHLAS GAZETECİLİK A.Ş.					
Telecommunications	IHAAS			İHLAS HABER AJANSI A.Ş.					
Telecommunications	TCELL			TURKCELL İLETİŞİM HİZMETLERİ A.Ş.					
Telecommunications	TTKOM			TÜRK TELEKOMÜNİKASYON A.Ş.					
Utilities	AHGAZ			AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş.					
Utilities	AKENR			AKENERJİ ELEKTRİK ÜRETİM A.Ş.					
Utilities	AKFYE			AKFEN YENİLENEBİLİR ENERJİ A.Ş.					
Utilities	AKSEN			AKSA ENERJİ ÜRETİM A.Ş.					
Utilities	AKSUE			AKSU ENERJİ VE TİCARET A.Ş.					
Utilities	ALFAS			ALFA SOLAR ENERJİ SANAYİ VE TİCARET A.Ş.					
Utilities	AYDEM			AYDEM YENİLENEBİLİR ENERJİ A.Ş.					
Utilities	AYEN			AYEN ENERJİ A.Ş.					
Utilities	BIOEN			BİOTREND ÇEVRE VE ENERJİ YATIRIMLARI A.Ş.					
Utilities	BIGEN			BİRLEŞİM GRUP ENERJİ YATIRIMLARI A.Ş.					
Utilities	CONSE			CONSUS ENERJİ İŞLETMECİLİĞİ VE HİZMETLERİ A.Ş.					
Utilities	CWENE			CW ENERJİ MÜHENDİSLİK TİCARET VE SANAYİ A.Ş.					
Utilities	CANTE			ÇAN2 TERMİK A.Ş.					
Utilities	CATES			ÇATES ELEKTRİK ÜRETİM A.Ş.					
Utilities	ARASE			DOĞU ARAS ENERJİ YATIRIMLARI A.Ş.					
Utilities	ENJSA			ENERJİSA ENERJİ A.Ş.					
Utilities	ENERY			ENERYA ENERJİ A.Ş.					
Utilities	ESEN			ESENBOĞA ELEKTRİK ÜRETİM A.Ş.					
Utilities	GWIND			GALATA WIND ENERJİ A.Ş.					
Utilities	HUNER			HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.					
Utilities	ENTRA			IC ENTERRA YENİLENEBİLİR ENERJİ A.Ş.					
Utilities	IZENR			İZDEMİR ENERJİ ELEKTRİK ÜRETİM A.Ş.					
Utilities	KARYE			KARTAL YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.					
Utilities	LYDYE			LYDİA YEŞİL ENERJİ KAYNAKLARI A.Ş.					
Utilities	MAGEN			MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.					
Utilities	MOGAN			MOGAN ENERJİ YATIRIM HOLDİNG A.Ş.					
Utilities	NATEN			NATUREL YENİLENEBİLİR ENERJİ TİCARET A.Ş.					
Utilities	NTGAZ			NATURELGAZ SANAYİ VE TİCARET A.Ş.					
Utilities	ODAS			ODAŞ ELEKTRİK ÜRETİM SANAYİ TİCARET A.Ş.					
Utilities	PAMEL			PAMEL YENİLENEBİLİR ELEKTRİK ÜRETİM A.Ş.					
Utilities	SMRTG			SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş.					
Utilities	TATEN			TATLIPINAR ENERJİ ÜRETİM A.Ş.					
Utilities	ZEDUR			ZEDUR ENERJİ ELEKTRİK ÜRETİM A.Ş.					
Utilities	ZOREN			ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.					
